link_imagem,titulo_documento
http://intranetdoc.epagri.sc.gov.br/sedimob/img_elemento/%5B16095%5D%7B22%7Dcompostagem_foto.jpg,COMPOSTAGEM - Sobre a compostagem
http://intranetdoc.epagri.sc.gov.br/sedimob/img_elemento/%5B16096%5D%7B177%7Dfigura_1.jpg,COMPOSTAGEM - Tipos de compostagem - Leira estática
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B16096%5D%7B382%7Dfigura_1-1.jpg,COMPOSTAGEM - Tipos de compostagem - Leira estática
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B16096%5D%7B85%7Dfigura_1-2.jpg,COMPOSTAGEM - Tipos de compostagem - Leira estática
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B16096%5D%7B250%7Dfigura_1-3.jpg,COMPOSTAGEM - Tipos de compostagem - Leira estática
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B16096%5D%7B165%7Dfigura_1-4.jpg,COMPOSTAGEM - Tipos de compostagem - Leira estática
http://intranetdoc.epagri.sc.gov.br/sedimob/img_elemento/%5B16098%5D%7B310%7Dfigura_2.jpg,COMPOSTAGEM - Tipos de compostagem - Leira estática com ar forçado
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B16098%5D%7B270%7Dfigura_2a.jpg,COMPOSTAGEM - Tipos de compostagem - Leira estática com ar forçado
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B16098%5D%7B176%7Dfigura_2b.jpg,COMPOSTAGEM - Tipos de compostagem - Leira estática com ar forçado
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B16098%5D%7B12%7Dfigura_2c.jpg,COMPOSTAGEM - Tipos de compostagem - Leira estática com ar forçado
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B16098%5D%7B523%7Dfigura_2d.jpg,COMPOSTAGEM - Tipos de compostagem - Leira estática com ar forçado
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B16098%5D%7B214%7Dfigura_3a.jpg,COMPOSTAGEM - Tipos de compostagem - Leira estática com ar forçado
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B16098%5D%7B97%7Dfigura_3b.jpg,COMPOSTAGEM - Tipos de compostagem - Leira estática com ar forçado
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B16098%5D%7B367%7Dfigura_3c.jpg,COMPOSTAGEM - Tipos de compostagem - Leira estática com ar forçado
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B16098%5D%7B271%7Dfigura_3d.jpg,COMPOSTAGEM - Tipos de compostagem - Leira estática com ar forçado
http://intranetdoc.epagri.sc.gov.br/sedimob/img_elemento/%5B16099%5D%7B184%7Dfigura_3.jpg,COMPOSTAGEM - Tipos de compostagem - Leira com revolvimento automatizado
