link_imagem,titulo_documento
http://intranetdoc.epagri.sc.gov.br/sedimob/img_elemento/%5B16378%5D%7B371%7Dfigura_1.manejo_sustentavel_de_producao_de_hortalicas.jpg,BIOFERTILIZANTE EEI - Introdução
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B16378%5D%7B113%7Dfigura_1.manejo_sustentavel_de_producao_de_hortalicas.jpg,BIOFERTILIZANTE EEI - Introdução
http://intranetdoc.epagri.sc.gov.br/sedimob/img_elemento/%5B16380%5D%7B229%7Dfigura_2._biofertilizante_aerobico.jpg,BIOFERTILIZANTE EEI - O biofertilizante aeróbico
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B16380%5D%7B279%7Dfigura_2._biofertilizante_aerobico.jpg,BIOFERTILIZANTE EEI - O biofertilizante aeróbico
http://intranetdoc.epagri.sc.gov.br/sedimob/img_elemento/%5B16381%5D%7B47%7Duppb_capa.jpg,"BIOFERTILIZANTE EEI - A Unidade Portátil de Produção de Biofertilizantes – UPPB, modelo Epagri"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B16381%5D%7B140%7Duppb_capa.jpg,"BIOFERTILIZANTE EEI - A Unidade Portátil de Produção de Biofertilizantes – UPPB, modelo Epagri"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B16381%5D%7B169%7Dfigura_10._vista_interna_da_uppb_-_modelo_esquematico..jpg,"BIOFERTILIZANTE EEI - A Unidade Portátil de Produção de Biofertilizantes – UPPB, modelo Epagri"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B16381%5D%7B405%7Dfigura_9._modelo_esquematico_da_uppb.jpg,"BIOFERTILIZANTE EEI - A Unidade Portátil de Produção de Biofertilizantes – UPPB, modelo Epagri"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B16381%5D%7B226%7Dtabela_1.jpg,"BIOFERTILIZANTE EEI - A Unidade Portátil de Produção de Biofertilizantes – UPPB, modelo Epagri"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B16381%5D%7B88%7Dtabela_2.jpg,"BIOFERTILIZANTE EEI - A Unidade Portátil de Produção de Biofertilizantes – UPPB, modelo Epagri"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B16381%5D%7B548%7Dtabela_3.jpg,"BIOFERTILIZANTE EEI - A Unidade Portátil de Produção de Biofertilizantes – UPPB, modelo Epagri"
https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B16381%5D%7B45%7Dfigura_11._bombonas_tipo_tonel_e_azeitona..jpg,"BIOFERTILIZANTE EEI - A Unidade Portátil de Produção de Biofertilizantes – UPPB, modelo Epagri"
